Year,Title,Sequel,ReleaseDate,StoryLine,Runtime,SoundMix,Color,AspectRatio,MPAA,RateScore,NumRate,NumReview,NumCritic,ProductionDate,FilmingDate,gross,budget,critic,numrate,numreview,ratescore,nummon,day,daynum,budget_class,competition,ActorScore,ActorScore_budget,Country,BigSix,country_num,ThreeD,mpaa,gross_ind,NewBigSix
2011,Source Code (2011),0,Release Date: 30 August 2011 (China) See more Ф_,"Colter Stevens, a US Army helicopter pilot whose last memory is flying in Afghanistan, wakes up on a commuter train. However, he discovers that he has assumed the identity of another man. 8 minutes later, the train explodes and Stevens finds himself in some kind of pod. He then talks to someone named Goodwin, who tells him he has to go back and find out who the bomber is. He is sent back to go through the whole thing again and attempts to find who the bomber is but fails. The bomb goes off and Stevens finds himself in the pod again. He is sent back another time, yet still cannot find out anything. When he returns, he asks what is going on. Goodwin and Rutledge, the scientist in charge, tell him that he is part of a project that can put someone in another person's consciousness during the last 8 minutes of their life. Stevens then asks why he cannot just stop the bomb. He is told that he is not going back in time but placed in the moment so he can find out who the bomber is and if ... Written by rcs0411@yahoo.com",93 min,Sound Mix: Dolby Digital | DTS,Color,Aspect Ratio: 1.85 : 1,PG,7.5,"348,896",559 user,516 critic,null,April ,41930307.23,21458614.77,516,348896,559,7.5,8,30,6110,3,46,0,0,China,0,0,0,PG,7,0
2011,Zookeeper (2011),0,Release Date: 8 July 2011 (USA) See more Ф_,A group of zoo animals decide to break their code of silence in order to help their lovable zoo keeper find love -- without opting to leave his current job for something more illustrious.,null,Sound Mix: SDDS | Datasat | Dolby Digital,Color,Aspect Ratio: 2.35 : 1,G,5.2,"41,590",125 user,176 critic,null,17 August 2009 - 30 October ,61586888.08,61310327.92,176,41590,125,5.2,7,8,6058,5,40,0,0,USA,0,1,0,G,8,1
2011,Super 8 (2011),0,Release Date: 10 June 2011 (Canada) See more Ф_,"In the summer of 1979, a group of friends in a small Ohio town witness a catastrophic train crash while making a super 8 movie and soon suspect that it was not an accident. Shortly after, unusual disappearances and inexplicable events begin to take place in town, and the local Deputy tries to uncover the truth - something more terrifying than any of them could have imagined. Written by Official site",112 min,Sound Mix: SDDS | DTS | Dolby Digital | Dolby Surround 7.1,Color,Aspect Ratio: 2.35 : 1,PG,7.1,"270,755",835 user,531 critic,null,20 September 2010 - 16 December ,97333348.27,38318954.95,531,270755,835,7.1,6,10,6030,4,44,0,0,Canada,1,0,0,PG,8,1
2011,In Time (2011),0,Release Date: 28 October 2011 (Canada) See more Ф_,"Welcome to a world where time has become the ultimate currency. You stop aging at 25, but there's a catch: you're genetically-engineered to live only one more year, unless you can buy your way out of it. The rich ""earn"" decades at a time (remaining at age 25), becoming essentially immortal, while the rest beg, borrow or steal enough hours to make it through the day. When a man from the wrong side of the tracks is falsely accused of murder, he is forced to go on the run with a beautiful hostage. Living minute to minute, the duo's love becomes a powerful tool in their war against the system. Written by Twentieth Century Fox",109 min,Sound Mix: Dolby | Dolby Digital | Datasat,Color,Aspect Ratio: 2.35 : 1,PG,6.7,"282,147",453 user,357 critic,null,25-Oct,28780548.57,30655163.96,357,282147,453,6.7,10,28,6168,4,94,0,0,Canada,0,0,0,PG,5,0
2011,Green Lantern (2011),0,Release Date: 20 October 2011 (China) See more Ф_,"In a mysterious universe, an elite defense force of peace and justice have existed for centuries. Cocky test pilot Hal Jordan acquires superhuman powers when he is chosen by ""the Ring"", the willpower-fed source of power, of the Green Lantern Corps. Reluctantly at first, he takes on the challenges these other superheroes face. Putting his self-doubts aside, and spurred on by his sense of duty and love for his beautiful, intellectually equal, colleague, Carol Ferris, he is soon called to defend mankind from Parallax, a powerful, evil being who feeds on fear. He is the universe's last chance, as many Green Lanterns have been killed and the Corps is weakened. And he might just be the right Green Lantern for the job of keeping the world safe from harm. Based on the characters of DC Comics series ""Green Lantern"". Written by Warner Bros. Pictures",114 min,Sound Mix: SDDS | Datasat | Dolby Digital,Color,Aspect Ratio: 2.35 : 1,PG,5.6,"208,246",543 user,432 critic,null,15 March 2010 - 6 August ,89360701.14,153275819.8,432,208246,543,5.6,10,20,6160,5,80,0,0,China,1,0,1,PG,8,1
2011,Immortals (2011),0,Release Date: 11 November 2011 (China) See more Ф_,"Eons after the Gods won their mythic struggle against the Titans, a new evil threatens the land. Mad with power, King Hyperion (Mickey Rourke) has declared war against humanity. Amassing a bloodthirsty army of soldiers disfigured by his own hand, Hyperion has scorched Greece in search of the legendary Epirus Bow, a weapon of unimaginable power forged in the heavens by Ares. Only he who possesses this bow can unleash the Titans, who have been imprisoned deep within the walls of Mount Tartaros since the dawn of time and thirst for revenge. In the king's hands, the bow would rain destruction upon mankind and annihilate the Gods. But ancient law dictates the Gods must not intervene in man's conflict. They remain powerless to stop Hyperion...until a peasant named Theseus (Henry Cavill) comes forth as their only hope. Secretly chosen by Zeus, Theseus must save his people from Hyperion and his hordes. Rallying a band of fellow outsiders - including visionary priestess Phaedra (Freida Pinto) ... Written by Anonymous",110 min,Sound Mix: Dolby Digital | SDDS | DTS,Color,Aspect Ratio: 1.85 : 1,18A,6.1,"131,739",397 user,278 critic,null,7 April 2010 - 18 June ,63995733.31,57478432.43,278,131739,397,6.1,11,11,6181,5,70,-0.156690964,-0.198240109,China,0,0,1,R,8,0
2011,The Twilight Saga: Breaking Dawn - Part 1 (2011),0,Release Date: 23 October 2012 (China) See more Ф_,"After bella and Edwards honeymoon, things take a turn for the worse when Bella realises she is pregnant. The baby grows at an abnormally fast rate and causes many health problems to Bella. The wolf pack see the unborn child as a threat and plan to get rid of it. But the cullens do everything they can to ensure that both bella and the unborn child remain safe.",117 min,Sound Mix: Dolby Digital | DTS,Color,Aspect Ratio: 2.35 : 1,PG,4.9,"173,031",451 user,328 critic,null,1 November 2010 - 15 March ,215572579.5,84301700.89,328,173031,451,4.9,10,23,6163,5,81,0,0,China,0,0,0,PG,9,0
2011,Just Go with It (2011),0,Release Date: 11 February 2011 (Canada) See more Ф_,"Danny (Adam Sandler) must engage Katherine (Jennifer Aniston), his faithful assistant, to pretend to be his soon to be ex-wife. Danny must pretend that he is married, because he lied to his dream girl, Palmer (Brooklyn Decker) the most gorgeous woman in the world. To keep the woman he loves, covering up one lie soon turns into many lies. Written by Douglas Young (the-movie-guy)",117 min,Sound Mix: Dolby Digital | SDDS | DTS,Color,Aspect Ratio: 1.85 : 1,PG,6.4,"161,310",200 user,203 critic,null,1 March 2010 -  May ,78958589.35,61310327.92,203,161310,200,6.4,2,11,5911,5,55,-0.023201827,0.26378638,Canada,0,0,0,PG,8,1
2011,Friends with Benefits (2011),0,Release Date: 22 July 2011 (Canada) See more Ф_,"Jamie Rellis (Mila Kunis) is a New York City head-hunter trying to sign Los Angeles-based art director Dylan Harper (Justin Timberlake) for her client. When he takes the job and makes the move, they quickly become friends. Their friendship turns into a friendship with benefits, but with Jamie's emotionally damaged past and Dylan's history of being emotionally unavailable, they have to try to not fall for each other the way Hollywood romantic comedies dictate. Written by napierslogs",109 min,Sound Mix: Dolby Digital | SDDS | Datasat,Color,Aspect Ratio: 2.35 : 1,14A,6.6,"249,801",191 user,237 critic,null,July ,42766064.33,26823268.47,237,249801,191,6.6,7,22,6072,4,54,0,0,Canada,0,0,0,PG-13,7,0
2011,Sherlock Holmes: A Game of Shadows (2011),0,Release Date: 15 January 2012 (China) See more Ф_,"Sherlock Holmes (Robert Downey Jr.) and his longtime trusted associate, Doctor Watson (Jude Law), take on their arch-nemesis, Professor Moriarty (Jared Harris), with the help of Holmes' older brother Mycroft Holmes (Stephen Fry) and a gypsy named Simza (Noomi Rapace). Written by ABID NAZIR",129 min,Sound Mix: SDDS | Datasat | Dolby Digital,Color,Aspect Ratio: 2.35 : 1,PG,7.5,"311,004",405 user,376 critic,null,October ,143132223.8,95797387.38,376,311004,405,7.5,1,15,5885,5,28,-0.233656449,-0.195137047,China,1,0,0,PG,9,1
2011,The Grey (2011),0,Release Date: 18 May 2012 (China) See more Ф_,"In Alaska, a team of oil workers board a flight home; however, they cross a storm and the airplane crashes. Only seven workers survive in the wilderness and John Ottway, who is a huntsman that kills wolves to protect the workers, assumes leadership of the group. Shortly after they learn that they are surrounded by a pack of wolves and Ottway advises that they should seek protection in the woods. But while they walk through the heavy snow, they are chased and attacked by the carnivorous mammals. Written by Claudio Carvalho, Rio de Janeiro, Brazil",117 min,Sound Mix: Datasat | Dolby Digital,Color,Aspect Ratio: 2.35 : 1,14A,6.8,"192,605",745 user,403 critic,null,10 January 2011 - 3 March ,39530014.79,19159477.48,403,192605,745,6.8,5,18,6008,3,65,-0.145405314,0.300687971,China,0,0,0,PG-13,6,0
2011,Soul Surfer (2011),0,Release Date: 8 April 2011 (Canada) See more Ф_,"13 year-old Bethany Hamilton is a champion surfer who was born to be in the water. But after a fun night out night surfing and what should be a fun day in the water, she is attacked by a shark and loses her arm. Rushed to the hospital, she remains calm, and maintains her faith in God. Now she has to re-learn how to do everything with only one arm - including how to surf. It will take her friends, family, and her Christian faith to get her back into the water, but if that is where she is meant to be, she will find a way to get there. Written by napierslogs",null,Sound Mix: Dolby Digital | DTS | SDDS,Color,Aspect Ratio: 2.35 : 1,Rated PG for an intense accident sequence and some thematic material,7.1,"33,278",113 user,110 critic,null,null,33608347.57,13794823.78,110,33278,113,7.1,4,8,5968,2,58,0,0,Canada,0,0,0,PG,6,0
2011,I Am Number Four (2011),0,Release Date: 26 February 2011 (China) See more Ф_,"Extraordinary teen John Smith (Pettyfer) is a fugitive on the run from ruthless enemies sent to destroy him. Changing his identity, moving from town to town with his guardian Henri (Olyphant), John is always the new kid with no ties to his past. In the small Ohio town he now calls home, John encounters unexpected, life-changing events-his first love (Agron), powerful new abilities and a connection to the others who share his incredible destiny. Written by Walt Disney Pictures",109 min,Sound Mix: SDDS | Dolby Digital | DTS,Color,Aspect Ratio: 1.85 : 1,PG,6.1,"184,762",329 user,284 critic,null,17 May 2010 - 17 August ,42159897.55,38318954.95,284,184762,329,6.1,2,26,5926,4,56,0,0,China,0,0,0,PG,7,0
2011,Conan the Barbarian (2011),0,Release Date: 26 February 2012 (China) See more Ф_,"A quest that begins as a personal vendetta for the fierce Cimmerian warrior soon turns into an epic battle against hulking rivals, horrific monsters, and impossible odds, as Conan realizes he is the only hope of saving the great nations of Hyboria from an encroaching reign of supernatural evil. Written by Anonymous",113 min,Sound Mix: Datasat | Dolby Digital,Color,Aspect Ratio: 2.35 : 1,18A,5.2,"79,317",315 user,309 critic,null,15 March 2010 - 10 June ,16301576.24,53646536.93,309,79317,315,5.2,2,26,5926,5,56,0,0,China,0,0,1,R,4,0
2011,One Day (2011),0,Release Date: 19 August 2011 (Canada) See more Ф_,"Emma and Dexter meet on the night of their university graduation. We see them every year on the anniversary of that date - July 15th. Emma is smart but success doesn't come quickly for her, whereas for Dexter, success and women come very easily. Through the years they grow apart as their lives take different directions and they meet other people. But as they grow apart from those other people and their lives start taking opposite directions again, Emma and Dexter find that they belong with each other. Written by napierslogs",107 min,Sound Mix: Datasat | Dolby Digital,Color,Aspect Ratio: 2.35 : 1,PG,7,"96,152",178 user,219 critic,null,July ,10549985.41,11495686.49,219,96152,178,7,8,19,6099,2,51,0,0,Canada,0,0,0,PG,4,0
